0 1.8728312926822401
1 1.6954634513928035
2 1.6395987922984374
3 1.6045632191807107
4 1.5722092304111701
5 1.4804312986388164
6 1.2376162215991273
7 0.9066996524492223
8 0.728860769624664
9 0.6689540402188704
10 0.6432896039900792
11 0.6238563880333979
12 0.6045744623470778
13 0.5840365424747691
14 0.5618364201239511
15 0.5379209347451731
16 0.5124650189830466
17 0.4858148676129008
18 0.45842703345496505
19 0.43080140637025577
20 0.4034195622078046
21 0.3766991696481676
22 0.35096903971339616
23 0.3264630149166623
24 0.3033271723667067
25 0.2816341610482508
26 0.26139975195411336
27 0.24259695585722615
28 0.2248957808949919
29 0.20792473328700392
30 0.19143406758899123
31 0.17528730838397477
32 0.15943779118020282
33 0.14392292925310973
34 0.12883788726637455
35 0.11432240211399856
36 0.10052982744498211
37 0.08761126466215735
38 0.07569016263003424
39 0.06485481121301892
40 0.05514754013450135
41 0.046569483960571104
42 0.03908274454786779
43 0.03262175419246814
44 0.02710037559664532
45 0.022422576580907065
46 0.018488323317136176
47 0.015200255586028286
48 0.01246656402198117
49 0.010203895157434816
50 0.00833788195317879
51 0.006803722373896642
52 0.005545518983171043
53 0.004515794460375109
54 0.003674461482213681
55 0.0029880228454354472
56 0.0024285828682678767
57 0.0019730760411672404
58 0.0016024660821610892
59 0.0013011199683861346
60 0.0010562116102856886
61 0.0008572544955573345
